cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
41,16,80,38,17,82,196902102
46,14,75,32,3,58,196903001
30,10,66,33,13,68,196903042
38,17,73,38,20,74,196903103
47,21,81,53,22,84,197902001
70,21,84,60,11,75,198901001
44,17,74,48,25,73,198901041
49,24,81,54,29,85,198901101
27,5,70,36,3,82,198902101
73,35,89,68,20,82,198903001
64,36,92,58,36,90,198903041
63,34,90,58,34,87,198903101
25,6,58,17,1,43,198905002
24,9,54,31,9,57,198905042
21,8,51,20,6,47,198905104
72,39,92,68,33,90,198906001
69,36,95,72,43,95,198906101
80,40,92,76,21,88,199901001
39,10,86,26,5,68,199901002
70,33,86,65,16,81,199901004
73,44,91,74,47,92,199901042
68,40,91,65,39,90,199901043
62,33,89,62,38,90,199901044
63,39,88,63,36,88,199901101
48,24,78,45,24,77,199901102
44,25,77,41,24,79,199901103
43,21,74,42,23,74,199901105
77,53,94,79,54,96,199901106
77,48,93,74,46,92,199901107
59,35,85,56,36,88,199901108
51,27,81,41,20,78,199901109
72,46,94,66,41,93,199901110
61,39,89,57,35,86,199901111
70,41,93,66,42,93,199901112
62,34,88,61,31,88,199901113
64,35,90,64,35,89,199901114
73,50,92,68,48,91,199901115
59,22,81,54,9,72,199902002
46,19,77,52,27,82,199902041
48,23,83,46,23,82,199902042
48,26,81,44,24,79,199902043
41,18,73,39,18,74,199902102
44,21,74,37,21,73,199902104
51,27,83,49,25,84,199902105
47,24,79,43,23,79,199902106
48,16,76,44,3,66,200901001
34,14,67,38,23,68,200901041
47,22,84,49,20,86,200901101
70,33,90,70,28,86,200902001
,,,,,,200902002
69,41,95,64,35,96,200902101
43,14,75,45,6,71,200904001
28,9,62,28,13,63,200904041
43,24,75,38,20,81,200904101
49,12,82,49,13,81,200906101
61,24,85,56,13,76,201902001
42,19,74,44,21,75,201902041
53,25,84,53,25,87,201902108
46,25,72,42,23,69,201902109
50,25,79,41,18,71,201903001
74,29,89,69,19,85,201904001
46,22,82,35,19,79,201904041
36,17,72,40,8,81,201904101
44,14,78,43,14,74,201907001
43,22,81,51,21,86,201907101
44,17,79,41,10,71,201908001
35,16,75,37,19,80,201908101
65,22,86,64,15,80,201910002
52,21,83,54,26,87,201910041
61,32,89,58,27,89,201910102
30,10,68,30,10,65,201913001
58,20,76,46,8,64,201914001
36,15,76,39,18,74,201914041
41,19,79,44,21,85,201914104
50,15,78,46,6,65,202903001
37,15,76,39,16,80,202903041
32,11,68,32,16,68,202903101
41,15,73,39,17,66,202905002
43,22,74,36,20,73,202905102
27,7,61,26,6,53,203901002
19,10,50,18,10,53,203901102
37,16,68,38,13,68,203902001
42,19,78,39,17,75,203902101
40,10,65,38,4,59,204901001
31,13,65,35,16,63,204901041
26,11,60,26,13,58,204901103
46,13,76,39,2,67,204904001
22,7,56,20,7,52,204904041
22,7,53,19,6,52,204904102
54,22,75,40,5,64,205901001
34,12,71,36,16,74,205901041
39,17,78,43,19,76,205901102
42,17,78,41,15,86,205901104
57,20,81,49,9,71,205902001
54,26,82,53,29,81,205902041
41,20,74,41,21,79,205902101
50,29,81,52,27,83,205902102
63,36,90,65,36,91,205902103
44,22,78,48,25,77,205902104
54,16,83,49,6,75,205903001
55,25,85,54,28,86,205903042
43,18,80,37,15,76,205903103
34,16,72,35,20,75,205903104
43,12,77,45,5,73,205904001
38,17,71,45,23,71,205904041
47,21,88,44,23,86,205904102
51,10,79,48,4,70,205905001
51,19,82,51,20,82,205905041
39,18,80,46,26,87,205905101
49,17,74,37,7,60,205906001
,,,,,,205906002
39,19,67,37,20,65,205906041
41,21,76,39,22,77,205906105
30,7,63,20,1,44,205907001
26,7,59,21,8,54,205907041
22,7,57,24,8,59,205907101
65,16,84,55,2,74,206901001
47,22,83,37,20,79,206901041
33,13,69,38,16,72,206901101
37,9,70,37,8,67,206902001
54,23,87,59,25,88,206903001
42,9,68,36,3,51,207901001
49,20,83,48,20,83,207901041
45,19,72,52,23,79,207901101
28,9,58,29,7,53,208901001
40,11,65,31,3,54,208902001
29,13,60,33,16,63,208902041
35,18,73,29,16,70,208902109
36,20,67,33,16,66,208902110
68,32,93,68,29,93,208903001
55,20,86,50,13,84,209901001
39,18,81,34,20,80,209901101
32,9,65,39,9,65,209902001
49,13,76,40,4,64,210901001
23,11,60,8,0,40,210901002
40,14,76,35,16,70,210901041
36,18,80,29,17,74,210901101
39,16,80,42,17,82,210901102
54,15,88,58,5,81,210902001
49,22,78,53,33,81,210902041
52,25,84,49,26,87,210902102
54,22,84,53,20,81,210903002
37,12,70,35,8,68,210904002
40,13,77,36,11,73,210905001
36,17,74,39,24,74,210906101
47,22,89,49,26,94,211901101
54,14,82,51,5,75,211902001
46,24,79,48,26,84,211902041
39,19,69,37,19,74,211902102
53,13,80,51,6,74,212801001
44,18,78,44,19,78,212801041
37,15,74,39,20,80,212801101
38,19,82,54,29,87,212801102
57,28,86,64,27,88,212804001
73,40,94,79,43,95,212804102
65,31,92,70,34,94,212804103
57,20,82,55,8,70,212901001
51,20,81,55,26,80,212901041
41,21,77,37,19,76,212901101
69,27,87,66,14,83,212902001
65,33,89,66,37,89,212902041
54,27,85,54,26,87,212902101
70,40,94,60,32,92,212902102
73,35,89,68,21,82,212903001
74,47,93,72,45,92,212903041
57,34,87,53,31,82,212903101
60,36,86,48,27,81,212903102
63,34,87,60,32,87,212903103
73,31,89,63,14,82,212904002
52,25,84,57,29,84,212904041
56,29,86,55,30,86,212904102
58,22,79,53,12,71,212905001
37,8,67,28,2,52,212905003
90,44,99,88,25,98,212905006
9,0,41,5,0,23,212905010
26,9,64,25,10,62,212905041
22,8,57,21,9,57,212905043
44,20,76,46,24,74,212905044
45,22,73,41,21,70,212905045
46,22,76,47,24,76,212905049
24,12,52,19,8,50,212905101
50,24,77,49,27,78,212905102
50,28,82,45,26,79,212905103
50,22,79,40,19,74,212905104
39,17,68,41,19,70,212905106
40,20,74,36,16,74,212905107
42,19,79,33,15,75,212905108
51,28,82,53,31,85,212905109
53,29,83,58,35,87,212905110
35,19,64,30,16,63,212905111
23,9,59,20,7,56,212905112
32,13,70,32,13,71,212905114
28,10,61,25,8,59,212905115
34,18,64,29,14,65,212905116
43,21,73,46,24,74,212905117
52,32,79,51,31,79,212905119
62,39,88,60,38,89,212905125
66,28,85,59,13,77,212906001
65,34,91,64,38,91,212906041
58,28,85,46,20,77,212906042
73,47,95,70,42,95,212906111
57,33,84,56,33,83,212906112
65,40,89,66,37,90,212906113
77,48,97,73,44,98,212906114
44,12,74,41,6,64,212909001
33,13,69,39,19,70,212909042
42,20,74,43,22,72,212909101
38,17,74,35,15,71,212909102
36,14,65,35,14,64,212909103
38,9,66,32,2,56,212910001
25,9,63,31,15,66,212910041
39,16,78,39,19,79,212910101
27,14,56,12,0,38,213801001
69,28,89,61,14,80,213901001
55,25,86,57,28,88,213901041
61,34,88,62,33,91,213901102
42,13,65,33,4,50,214901001
43,13,67,29,3,49,214901003
70,27,93,64,9,87,214901005
34,13,67,32,13,65,214901041
34,13,68,30,13,63,214901042
39,15,71,38,16,70,214901044
31,13,64,30,13,68,214901102
43,18,76,35,15,75,214901103
41,17,77,32,13,71,214901104
53,24,81,49,24,80,214901105
54,25,87,60,30,89,214901107
45,18,76,42,19,75,214901108
51,27,75,49,27,73,214901110
53,24,86,50,25,84,214901111
41,14,81,44,14,85,214901112
58,9,80,61,5,74,214902001
33,14,71,35,15,69,214902101
40,12,67,34,4,55,214903001
49,23,77,40,19,72,214903041
40,16,71,32,14,62,214903042
85,57,96,80,57,96,214903103
79,48,92,71,35,91,214903105
85,48,98,84,51,98,214903106
67,40,97,63,39,97,214903108
47,18,87,46,18,88,214903109
69,35,90,70,39,90,214903110
43,13,71,39,5,57,215901001
34,12,68,39,16,68,215901041
32,11,67,30,13,66,215901102
35,14,72,36,14,74,215901103
48,19,78,50,21,75,216901001
,,,,,,216901002
,,,,,,216901005
-1,-1,-1,-1,-1,-1,216901180
53,18,76,52,13,71,217901001
31,14,63,29,16,63,217901101
52,17,75,46,7,64,218901001
60,28,90,59,32,87,218901041
49,20,86,45,18,85,218901103
69,30,90,69,26,89,219901001
52,23,81,52,23,80,219901101
33,9,67,33,5,57,219903001
36,14,69,33,16,69,219903041
22,9,50,20,8,48,219903102
47,20,83,45,14,79,219905001
31,13,69,29,14,74,219905101
64,33,89,67,26,90,220801001
72,40,93,71,43,94,220802040
64,40,91,68,45,93,220802102
72,35,95,83,42,97,220809001
64,38,92,70,48,96,220809101
82,52,96,87,51,98,220810001
32,13,72,40,21,77,220811101
59,33,88,63,39,92,220814101
36,17,68,38,22,70,220815101
46,20,79,46,16,77,220817001
40,15,77,47,18,79,220817002
50,32,82,49,36,83,220817003
32,9,69,31,9,73,220817004
48,22,77,48,26,75,220817005
51,20,86,61,34,89,220817006
39,15,74,45,21,78,220819001
31,12,62,36,15,70,220819002
58,22,76,48,8,64,220901001
40,10,67,33,3,54,220901002
45,13,68,38,6,55,220901003
50,16,74,44,7,64,220901004
68,31,84,64,19,78,220901005
22,6,51,11,0,28,220901006
,,,,,,220901007
17,5,54,3,2,30,220901008
57,22,77,49,10,66,220901009
94,42,99,93,21,99,220901011
33,13,66,34,14,67,220901041
59,34,85,59,34,85,220901045
46,22,75,47,25,77,220901047
46,22,78,47,26,79,220901048
60,35,84,61,39,86,220901049
34,15,65,37,18,69,220901050
60,32,84,60,34,86,220901051
45,21,76,52,28,81,220901052
36,13,71,43,18,77,220901053
54,28,82,56,32,86,220901055
27,11,65,24,10,63,220901101
34,15,66,35,17,68,220901102
27,10,66,26,9,64,220901103
68,39,90,68,44,89,220901104
27,8,66,24,8,62,220901109
36,17,71,33,14,69,220901110
29,12,66,27,12,63,220901111
27,10,61,26,11,63,220901112
46,24,74,43,22,75,220901113
28,10,66,26,9,61,220901114
28,10,64,28,11,64,220901116
52,29,84,55,32,83,220901117
36,16,68,37,16,67,220901119
37,17,74,35,19,72,220901120
39,19,70,37,19,69,220901121
26,11,60,31,13,62,220901123
49,23,80,53,24,81,220901124
45,21,73,41,22,70,220901125
34,16,67,34,18,66,220901126
44,26,80,44,28,81,220901128
68,43,90,68,44,91,220901129
71,46,89,66,44,86,220901130
30,14,63,29,15,64,220901131
37,18,73,29,16,71,220901132
49,28,76,46,28,75,220901133
30,12,65,32,12,68,220901134
43,20,74,47,24,76,220901135
54,31,81,50,29,79,220901136
60,36,88,65,41,89,220901137
35,15,70,34,15,70,220901140
41,18,76,41,19,78,220901141
33,11,68,32,13,66,220901142
45,25,75,43,22,74,220901143
53,27,83,55,30,86,220901144
39,19,71,36,15,70,220901145
57,30,85,54,32,84,220901146
56,30,87,56,32,88,220901147
28,10,60,25,9,55,220901148
47,25,76,45,26,78,220901149
33,16,71,31,15,71,220901150
35,18,67,39,21,70,220901151
56,32,85,54,29,82,220901152
31,16,67,32,18,64,220901153
63,34,87,58,31,83,220901154
32,13,68,33,12,68,220901155
32,14,68,30,12,65,220901157
51,26,83,52,28,83,220901158
38,14,73,35,11,70,220901159
29,12,61,23,10,57,220901160
40,20,70,37,20,68,220901161
34,15,63,35,15,61,220901162
39,20,72,45,26,77,220901163
29,14,64,28,14,66,220901164
42,17,73,43,20,73,220901165
50,17,73,44,6,63,220902001
66,29,82,58,13,73,220902002
68,32,84,57,13,75,220902010
17,5,47,13,2,33,220902012
46,20,81,40,18,79,220902041
49,22,79,46,23,75,220902042
40,16,74,35,16,70,220902043
40,16,73,38,18,68,220902044
48,20,79,51,25,78,220902045
78,52,95,72,44,93,220902046
62,32,87,55,32,86,220902047
42,21,78,48,22,80,220902101
39,16,81,41,17,85,220902102
42,18,74,40,20,77,220902103
39,18,76,40,21,78,220902104
51,30,83,45,28,80,220902105
48,27,84,42,23,84,220902106
67,37,91,69,45,91,220902107
56,29,90,57,28,92,220902108
49,25,80,43,23,77,220902109
49,25,83,47,23,79,220902110
46,19,82,42,19,81,220902111
50,23,81,52,28,87,220902112
42,20,76,45,25,81,220902113
66,38,93,65,34,94,220902114
68,42,87,66,44,89,220902115
53,27,81,58,30,84,220902116
46,22,75,43,21,77,220902117
65,37,90,64,43,90,220902118
52,29,83,42,24,79,220902119
72,46,93,73,48,95,220902120
58,32,87,62,38,89,220902121
43,10,73,38,3,61,220904001
21,1,58,17,0,36,220904003
40,16,75,44,20,78,220904041
34,15,73,30,13,67,220904042
46,19,81,47,20,83,220904101
45,22,76,46,26,74,220904102
36,16,73,35,20,72,220904103
38,17,69,39,16,71,220904104
31,13,67,33,14,73,220904105
23,7,52,19,8,51,220904106
35,9,65,27,0,52,220905001
42,11,72,36,3,61,220905002
38,9,68,28,1,54,220905003
23,5,55,19,2,43,220905004
31,6,59,24,2,45,220905005
30,7,60,23,2,46,220905006
38,8,67,31,2,54,220905008
33,10,60,18,0,42,220905009
50,17,74,48,8,66,220905010
53,14,82,45,3,72,220905011
40,11,63,28,2,46,220905014
35,10,63,24,2,46,220905015
33,8,62,22,1,46,220905016
,,,,,,220905018
,,,,,,220905019
19,4,52,7,0,24,220905021
,,,,,,220905024
,,,,,,220905026
,,,,,,220905040
33,12,63,33,12,63,220905042
25,8,64,24,12,57,220905043
30,11,63,32,13,64,220905044
29,10,62,33,11,65,220905045
24,8,57,31,11,63,220905047
21,5,54,28,9,59,220905048
29,7,64,27,7,60,220905049
47,24,76,52,26,82,220905050
30,9,67,32,14,67,220905051
32,10,65,35,10,65,220905052
31,11,66,38,17,69,220905053
20,5,54,24,9,55,220905054
50,21,84,58,27,87,220905055
26,9,64,31,12,67,220905056
33,12,68,39,10,73,220905057
43,18,77,47,21,79,220905058
16,5,46,19,7,51,220905059
32,11,64,38,13,71,220905060
22,6,54,26,8,56,220905061
18,0,38,11,0,11,220905062
26,11,61,36,16,69,220905063
22,7,62,21,9,57,220905064
,,,,,,220905066
22,7,61,20,7,51,220905067
43,20,75,41,21,70,220905069
25,8,60,29,11,65,220905070
45,18,73,43,13,69,220905071
74,31,96,80,31,98,220905081
86,34,98,82,20,94,220905082
53,15,85,49,10,78,220905083
54,19,86,61,21,86,220905084
77,30,96,77,16,93,220905085
78,29,95,72,18,92,220905086
90,28,98,91,25,97,220905087
58,32,85,64,41,90,220905101
46,24,80,49,27,80,220905103
74,8,74,72,6,72,220905104
24,9,54,24,10,60,220905105
64,37,87,67,41,90,220905107
27,10,60,31,11,63,220905110
27,9,55,31,10,56,220905111
40,18,72,41,17,74,220905114
28,11,62,31,11,66,220905115
60,38,86,65,49,90,220905116
33,15,65,32,17,68,220905117
30,14,61,33,19,63,220905118
30,10,65,32,12,62,220905119
21,10,51,23,12,53,220905120
43,22,75,41,23,80,220905121
40,18,72,40,21,73,220905122
30,12,62,27,11,58,220905123
23,10,59,24,12,62,220905124
32,12,63,32,15,64,220905125
30,15,66,33,13,69,220905126
30,13,63,33,16,63,220905127
25,11,59,27,13,61,220905129
22,7,60,25,7,63,220905130
34,14,68,33,14,69,220905131
42,20,74,46,21,80,220905132
33,13,69,38,15,73,220905133
34,15,67,33,15,69,220905134
18,7,51,20,9,55,220905135
29,13,63,32,13,63,220905137
35,14,67,40,20,69,220905138
33,13,66,34,15,65,220905139
43,19,75,36,17,72,220905141
33,12,70,30,13,71,220905143
24,11,56,19,10,49,220905144
33,15,71,31,16,71,220905146
28,13,58,30,16,60,220905147
31,12,64,34,17,66,220905148
56,33,82,65,43,86,220905149
47,25,78,44,24,77,220905150
40,20,67,42,24,64,220905151
29,13,61,32,14,66,220905152
18,8,53,22,9,64,220905153
35,16,66,35,17,69,220905154
50,26,82,56,35,86,220905156
38,19,71,44,23,77,220905157
31,12,62,30,12,63,220905159
27,7,55,30,8,56,220905160
31,12,65,31,12,66,220905161
31,13,65,31,13,65,220905162
41,17,75,48,22,79,220905163
37,19,70,37,18,71,220905165
51,23,81,49,23,82,220905166
26,10,62,26,12,65,220905167
35,16,73,28,13,70,220905168
19,7,52,26,11,58,220905169
87,63,97,89,71,98,220905171
32,13,67,30,13,67,220905172
42,17,78,45,21,80,220905175
40,23,71,40,23,73,220905176
53,29,83,55,31,83,220905177
23,9,55,27,13,59,220905178
22,8,52,26,10,57,220905180
45,22,79,45,23,79,220905184
43,19,79,44,20,79,220905186
30,14,60,36,19,66,220905187
32,12,65,34,16,64,220905188
41,19,73,39,22,75,220905190
53,32,81,57,35,84,220905194
37,18,72,44,21,76,220905206
63,37,89,65,39,91,220905207
28,12,64,25,10,62,220905208
31,13,59,24,10,56,220905209
,,,,,,220905212
32,15,64,31,15,66,220905216
35,13,73,36,15,78,220905219
32,12,66,36,16,69,220905220
28,13,60,27,13,57,220905222
33,13,68,34,14,74,220905223
51,25,84,50,23,84,220905225
21,7,54,20,6,55,220905226
32,14,65,30,13,63,220905227
70,21,86,75,9,85,220906001
76,25,90,76,9,86,220906004
24,3,61,16,0,36,220906006
81,45,98,90,49,99,220906007
64,28,86,50,5,73,220906008
50,24,80,51,28,80,220906041
74,46,95,70,46,95,220906042
68,40,91,67,41,90,220906043
68,45,87,66,45,85,220906044
61,38,85,58,34,85,220906101
78,52,95,78,53,94,220906102
45,22,75,46,24,77,220906103
38,18,70,41,24,75,220906104
66,34,93,70,44,95,220906105
57,33,85,60,35,84,220906106
77,52,94,76,51,96,220906107
77,47,96,77,54,96,220906108
66,37,91,67,38,95,220906109
56,37,81,53,32,82,220906110
81,59,96,82,63,96,220906111
85,45,94,84,27,91,220907001
68,25,87,60,10,78,220907002
72,33,89,70,22,85,220907004
76,34,89,68,18,82,220907005
41,6,84,27,0,73,220907039
70,42,92,76,54,94,220907041
48,23,80,56,32,86,220907042
65,35,88,72,46,90,220907043
71,46,91,71,46,91,220907044
69,38,91,72,46,92,220907045
60,34,86,63,39,88,220907046
53,26,82,55,31,83,220907047
63,39,88,63,42,90,220907101
75,44,94,72,43,96,220907102
37,20,68,40,22,69,220907103
79,53,95,77,51,94,220907104
42,24,70,40,22,70,220907105
43,19,73,45,21,76,220907106
47,25,79,43,21,75,220907107
68,39,91,69,39,93,220907108
52,26,83,50,25,82,220907109
72,42,93,73,41,96,220907110
39,17,75,35,17,76,220907111
78,50,96,78,59,97,220907112
65,38,90,66,39,92,220907113
62,37,88,56,31,86,220907114
47,27,75,46,26,76,220907116
55,29,84,56,30,85,220907117
70,43,92,71,46,93,220907118
56,32,84,58,35,88,220907119
68,44,91,66,45,94,220907120
59,30,87,63,32,91,220907121
46,24,78,45,23,78,220907122
58,31,88,57,29,87,220907123
64,42,86,71,48,90,220907124
45,24,75,45,23,72,220907125
55,33,84,54,32,85,220907126
55,32,81,57,34,83,220907129
43,25,78,41,26,77,220907130
54,18,77,49,7,68,220908002
76,35,91,72,18,87,220908003
63,24,83,57,9,74,220908004
65,26,84,61,14,76,220908005
9,0,55,6,0,29,220908006
70,26,89,69,16,85,220908007
92,65,100,,,,220908008
91,52,98,91,41,96,220908009
55,28,84,61,34,88,220908041
58,26,86,60,31,87,220908042
71,42,93,72,46,93,220908043
69,40,91,69,46,91,220908044
55,28,84,59,33,87,220908045
60,32,86,60,36,87,220908046
53,29,81,58,36,80,220908101
60,35,88,59,36,88,220908103
67,37,91,73,46,92,220908105
66,38,91,66,41,93,220908106
35,17,72,34,17,71,220908107
51,28,84,53,32,89,220908109
67,41,92,65,47,92,220908110
43,21,71,40,20,72,220908111
55,25,80,57,27,84,220908112
53,26,80,54,30,80,220908113
63,38,89,66,43,92,220908114
57,33,84,56,35,86,220908115
53,28,84,50,29,84,220908116
53,33,83,55,36,84,220908117
62,35,88,61,33,88,220908118
50,26,83,47,25,82,220908119
71,46,93,71,49,95,220908120
72,45,93,71,46,93,220908121
60,36,88,64,40,90,220908122
50,28,79,52,30,78,220908123
50,26,84,45,28,83,220908124
57,33,85,62,38,87,220908125
65,40,90,61,40,90,220908126
61,34,89,53,28,85,220908201
50,25,82,48,25,79,220908202
65,38,88,57,32,84,220908204
58,31,88,53,28,84,220908205
68,42,92,61,35,88,220908206
65,39,90,60,34,87,220908207
38,10,69,34,3,58,220910001
23,6,61,30,9,65,220910042
25,9,59,23,8,54,220910043
31,15,63,30,16,66,220910101
17,8,42,17,9,44,220910103
20,6,46,20,5,43,220910104
47,15,74,39,4,61,220912001
51,16,76,46,8,65,220912002
29,10,62,34,15,66,220912041
31,10,64,36,15,71,220912042
38,16,71,47,26,76,220912043
39,18,72,45,22,73,220912101
45,22,72,43,23,72,220912102
45,22,73,46,25,78,220912103
35,16,61,32,15,59,220912104
42,23,73,44,27,75,220912105
34,18,63,32,16,63,220912106
45,21,78,40,16,77,220912107
39,20,72,41,23,75,220912108
30,14,63,30,16,64,220912109
33,18,67,36,20,67,220912110
51,29,81,46,25,78,220912111
39,19,75,38,21,74,220912112
26,11,59,25,11,58,220912113
36,16,70,34,17,68,220912114
63,25,83,56,12,73,220914001
45,19,78,48,25,82,220914041
51,25,82,49,26,82,220914101
57,31,85,57,36,86,220914102
45,19,78,46,24,82,220914103
63,22,84,58,10,75,220915001
27,2,72,30,0,44,220915003
52,24,83,54,28,86,220915041
46,18,81,46,23,80,220915042
45,22,83,43,21,85,220915102
47,24,81,51,30,81,220915103
41,18,77,43,21,78,220915104
39,17,79,42,19,84,220915105
38,18,72,41,19,74,220915106
54,25,86,49,20,80,220915107
42,17,79,47,21,84,220915108
67,33,84,58,13,76,220916001
67,32,83,59,15,76,220916002
,,,,,,220916004
32,7,68,26,4,50,220916005
67,37,89,68,35,88,220916041
63,31,88,61,26,85,220916042
61,31,86,60,31,83,220916043
76,42,93,78,42,92,220916044
76,46,94,74,41,93,220916045
41,20,75,36,16,73,220916102
51,25,82,51,25,82,220916103
50,26,83,45,25,82,220916105
49,25,81,47,24,80,220916106
53,28,82,49,22,79,220916107
57,32,84,52,28,81,220916108
45,23,76,44,23,76,220916110
51,28,82,48,26,84,220916111
53,30,82,50,28,79,220916112
45,21,77,42,23,75,220916113
53,25,82,47,23,78,220916114
55,32,82,55,30,84,220916115
49,25,79,48,26,80,220916116
50,24,82,48,22,82,220916117
54,29,82,52,24,80,220916118
66,38,88,65,40,88,220916119
50,25,81,48,25,82,220916121
67,39,91,66,41,91,220916122
60,37,87,61,38,89,220916123
62,37,87,57,32,85,220916125
49,16,75,42,6,63,220917001
23,5,63,12,0,38,220917003
31,12,68,34,16,67,220917041
39,20,67,39,21,67,220917101
40,16,75,43,19,79,220917102
33,17,68,34,19,69,220917104
69,26,88,66,15,82,220918001
14,5,46,5,0,20,220918002
64,25,84,58,13,78,220918004
61,22,85,57,14,78,220918006
53,26,80,55,29,82,220918041
57,29,85,55,30,84,220918042
58,30,86,56,30,86,220918043
45,20,76,47,22,77,220918044
47,20,78,49,23,81,220918045
37,16,70,38,16,72,220918101
55,32,81,54,33,82,220918102
45,23,76,43,21,77,220918103
37,19,69,37,21,70,220918104
51,25,83,56,30,88,220918105
43,21,74,44,24,77,220918106
45,24,77,42,19,76,220918107
42,21,74,45,24,78,220918108
59,34,85,52,29,83,220918109
50,24,79,51,26,81,220918110
37,18,66,38,21,69,220918111
57,33,82,55,35,83,220918112
43,21,76,45,22,78,220918113
41,20,73,43,20,77,220918114
48,24,78,46,26,76,220918115
94,79,98,48,0,76,220919001
88,44,96,90,35,96,220919003
87,66,97,87,66,97,220919041
91,71,99,91,72,99,220919043
82,59,97,84,60,97,220919101
91,68,99,91,73,99,220919102
84,59,98,87,64,99,220919103
83,63,96,86,69,97,220919104
84,61,96,79,53,96,220919106
94,73,99,95,79,99,220919107
87,65,98,81,60,96,220919108
50,16,74,46,7,63,220920001
42,18,75,50,25,79,220920041
60,26,88,62,33,85,220920101
47,22,81,49,27,82,220920102
30,13,65,30,16,66,220920103
40,20,72,44,26,77,220920104
49,27,80,47,25,79,220920105
67,39,93,69,40,93,220920106
40,20,73,41,22,72,221801005
63,28,92,65,34,93,221801011
59,28,84,61,29,83,221801014
73,40,94,73,40,94,221801020
32,13,63,47,20,75,221801022
58,33,88,62,39,92,221801023
51,28,82,57,29,86,221801025
38,15,80,41,17,82,221801026
60,24,86,54,4,75,221801027
62,35,83,55,29,76,221801033
57,27,82,61,25,84,221801034
48,22,79,47,22,81,221801039
67,35,92,74,37,94,221801043
48,24,84,47,29,82,221801044
33,15,76,36,14,74,221801045
50,25,79,54,29,83,221801046
53,23,89,52,23,89,221801048
41,17,78,46,21,80,221801050
90,42,99,89,26,98,221801051
44,27,68,48,32,72,221801052
64,33,88,64,40,86,221801053
34,11,74,42,14,77,221801055
87,39,99,92,24,98,221801056
42,20,76,44,20,78,221801057
60,28,89,69,34,93,221801058
52,33,82,56,41,77,221801059
45,19,75,47,18,80,221801060
23,7,59,30,9,64,221801061
31,15,66,35,19,67,221801062
64,36,91,70,41,93,221801063
60,32,88,60,38,87,221801064
40,20,74,43,28,77,221801065
44,19,79,52,25,84,221801066
50,27,78,51,25,76,221801067
71,42,93,71,45,95,221801068
52,17,75,41,6,62,221901001
50,15,76,44,6,65,221901002
22,4,50,16,0,34,221901003
,,,,,,221901008
84,39,97,83,25,96,221901010
38,17,73,40,19,72,221901044
38,16,72,41,21,74,221901045
39,16,71,38,18,70,221901047
40,18,72,38,16,71,221901048
58,31,88,58,35,90,221901102
33,14,61,35,15,63,221901103
41,20,75,42,22,80,221901104
53,28,82,55,32,88,221901108
33,16,72,38,20,76,221901112
34,13,71,33,13,72,221901113
27,10,59,31,11,64,221901116
25,10,57,25,10,60,221901120
42,23,72,42,23,72,221901121
,,,,,,221901124
,,,,,,221901142
49,25,86,54,31,90,221901150
48,24,79,52,22,79,221901151
27,10,60,28,13,60,221901152
44,22,78,49,26,82,221901153
37,17,72,36,17,70,221901155
49,13,73,44,3,60,221904001
34,14,69,37,18,69,221904041
47,21,78,44,18,77,221904102
39,14,68,33,10,61,221905001
62,26,83,59,10,77,221911001
58,27,87,58,31,86,221911041
66,34,94,71,40,94,221911101
66,38,93,74,51,98,221911102
80,39,92,76,18,87,221912001
71,38,91,69,41,90,221912041
65,40,93,60,44,92,221912101
65,38,91,64,37,90,221912103
72,43,94,63,34,90,221912107
54,23,73,45,14,67,222901001
36,11,69,26,2,52,223901001
10,0,45,11,0,37,223901005
29,12,61,26,15,56,223901041
28,14,55,27,14,55,223901102
30,10,69,30,10,63,223902001
48,23,83,49,23,85,223904001
24,8,56,29,12,57,224901001
41,13,76,39,12,70,224902001
53,18,79,40,4,65,225902001
44,18,79,41,21,79,225902041
36,15,72,38,16,73,225902042
43,17,78,39,11,78,225902101
53,25,84,56,32,89,225902102
54,25,83,55,27,87,225902103
50,22,81,47,21,79,225902104
54,16,83,51,8,75,225906001
56,23,86,53,26,85,225906041
56,29,88,60,33,90,225906101
42,18,74,40,18,76,225907101
49,20,80,50,19,79,226801001
19,6,51,25,10,53,226801002
28,9,68,30,11,67,226801003
38,16,68,39,15,70,226801004
60,27,86,63,27,86,226901001
-1,-1,-1,-1,-1,-1,226901002
,,,,,,226901005
48,20,86,50,28,89,226901101
,,,,,,226901180
48,15,71,45,6,62,226903001
30,8,57,25,2,43,226903002
,,,,,,226903038
15,0,94,36,0,93,226903041
37,15,72,38,18,70,226903042
37,14,68,38,19,67,226903043
26,9,57,28,11,58,226903045
33,14,67,26,13,69,226903101
20,8,58,16,8,60,226903102
25,11,60,28,12,61,226903103
35,17,70,35,18,74,226903105
29,11,64,29,12,67,226903106
42,21,74,42,19,73,226903108
41,17,79,33,12,78,226903110
69,46,90,70,47,91,226903111
49,29,86,48,34,90,226903112
30,15,59,32,14,62,226903113
30,13,67,32,12,68,226903114
40,16,73,38,16,76,226903115
32,9,60,32,7,60,226903116
30,8,60,31,7,63,226903119
64,39,90,63,39,91,226903120
47,23,77,48,28,79,226903122
32,13,71,37,18,77,226903123
57,22,84,55,15,79,226905001
